groupID,group_name,description,location
988,Mydeo,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,
989,Rhyzio,,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel
990,Yakitri,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui
991,Brainsphere,,
992,Digitube,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer
993,Zoomdog,,
994,Skynoodle,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat
995,Youtags,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam
996,Kazio,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,
997,Rhybox,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,
998,Kazio,justo morbi ut odio cras mi pede malesuada in imperdiet et,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
999,Skinte,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris
1000,Dynabox,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,
